PeakID (cmd=annotatePeaks.pl /home/merk/data/ChIP_DAP/peaks/master_peaks_overlapped.bed /home/merk/data/genomes/ncbi-genomes-2022-03-15/TAIR10.fasta -gtf /home/merk/data/genomes/TAIR10_annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
3_18651472_18651473	chr3	18651473	18651473	+	4.28	NA	Intergenic	Intergenic	-1952	AT3G50310.1	AT3G50310	AT3G50310						NA
5_18378808_18378809	chr5	18378809	18378809	+	4.28	NA	Intergenic	Intergenic	4884	AT5G45350.2	AT5G45350	AT5G45350						NA
1_565300_565301	chr1	565301	565301	+	4.28	NA	intron (AT1G02640.1, intron 1 of 4)	-intron (AT1G02640.1, intron 1 of 4)	1096	AT1G02640.1	AT1G02640	AT1G02640						NA
1_29945372_29945373	chr1	29945373	29945373	+	4.28	NA	promoter-TSS (AT1G79590.1)	-promoter-TSS (AT1G79590.1)	-864	AT1G79590.2	AT1G79590	AT1G79590						NA
1_27698249_27698250	chr1	27698250	27698250	+	4.28	NA	Intergenic	Intergenic	-1039	AT1G73660.1	AT1G73660	AT1G73660						NA
1_10328960_10328961	chr1	10328961	10328961	+	4.28	NA	TTS (AT1G29540.1)	-TTS (AT1G29540.1)	-1553	AT1G29550.1	AT1G29550	AT1G29550						NA
1_28379515_28379516	chr1	28379516	28379516	+	4.28	NA	Intergenic	Intergenic	2055	AT1G75580.1	AT1G75580	AT1G75580						NA
2_2141390_2141391	chr2	2141391	2141391	+	4.28	NA	promoter-TSS (AT2G05710.1)	-promoter-TSS (AT2G05710.1)	-8	AT2G05710.1	AT2G05710	AT2G05710						NA
1_786610_786611	chr1	786611	786611	+	4.28	NA	promoter-TSS (AT1G03220.1)	-promoter-TSS (AT1G03220.1)	-511	AT1G03220.1	AT1G03220	AT1G03220						NA
5_6813728_6813729	chr5	6813729	6813729	+	4.28	NA	promoter-TSS (AT5G20190.1)	-promoter-TSS (AT5G20190.1)	-364	AT5G20190.1	AT5G20190	AT5G20190						NA
4_7226327_7226328	chr4	7226328	7226328	+	4.28	NA	Intergenic	Intergenic	3613	AT4G12060.1	AT4G12060	AT4G12060						NA
2_19033580_19033581	chr2	19033581	19033581	+	4.28	NA	promoter-TSS (AT2G46370.1)	-promoter-TSS (AT2G46370.1)	-160	AT2G46370.4	AT2G46370	AT2G46370						NA
2_16187818_16187819	chr2	16187819	16187819	+	4.28	NA	promoter-TSS (AT2G38710.1)	-promoter-TSS (AT2G38710.1)	-228	AT2G38720.1	AT2G38720	AT2G38720						NA
1_5635856_5635857	chr1	5635857	5635857	+	4.28	NA	Intergenic	Intergenic	-3175	AT1G16500.1	AT1G16500	AT1G16500						NA
1_23597945_23597946	chr1	23597946	23597946	+	4.28	NA	Intergenic	Intergenic	-1467	AT1G63650.3	AT1G63650	AT1G63650						NA
1_180978_180979	chr1	180979	180979	+	4.28	NA	intron (AT1G01490.2, intron 3 of 3)	-intron (AT1G01490.1, intron 2 of 2)	1314	AT1G01490.2	AT1G01490	AT1G01490						NA
1_19916760_19916761	chr1	19916761	19916761	+	4.28	NA	promoter-TSS (AT1G53380.1)	-promoter-TSS (AT1G53380.1)	-244	AT1G53380.1	AT1G53380	AT1G53380						NA
35S_BBM_GFP_ChIP_peak_10075	chr3	7136588	7136588	+	4.27982	NA	exon (AT3G20460.1, exon 5 of 17)	-exon (AT3G20460.1, exon 5 of 17)	1538	AT3G20460.1	AT3G20460	AT3G20460						NA
PLT3_DAP_peak_298	chr3	21356769	21356769	+	4.27712	NA	intron (AT3G57660.1, intron 8 of 20)	-intron (AT3G57660.1, intron 8 of 20)	3023	AT3G57660.1	AT3G57660	AT3G57660						NA
PLT3_MK_DAP_peak_1857	chr5	16122815	16122815	+	4.27198	NA	exon (AT5G40320.1, exon 1 of 1)	-exon (AT5G40320.1, exon 1 of 1)	1058	AT5G40320.1	AT5G40320	AT5G40320						NA
PLT3_MK_DAP_peak_1219	chr4	1411381	1411381	+	4.27198	NA	exon (AT4G03200.1, exon 11 of 15)	-exon (AT4G03200.1, exon 11 of 15)	-1404	AT4G03205.1	AT4G03205	AT4G03205						NA
PLT3_MK_DAP_peak_1109	chr3	17153086	17153086	+	4.27198	NA	intron (AT3G46590.3, intron 1 of 9)	-intron (AT3G46590.1, intron 1 of 9)	311	AT3G46590.2	AT3G46590	AT3G46590						NA
PLT3_MK_DAP_peak_384	chr1	23402779	23402779	+	4.27198	NA	Intergenic	Intergenic	-1362	AT1G63105.1	AT1G63105	AT1G63105						NA
PLT3_MK_DAP_peak_972	chr3	12677959	12677959	+	4.27198	NA	exon (AT3G31310.1, exon 3 of 6)	-exon (AT3G31310.1, exon 3 of 6)	731	AT3G31310.1	AT3G31310	AT3G31310						NA
PLT3_MK_DAP_peak_1584	chr5	2057169	2057169	+	4.27198	NA	exon (AT5G06680.1, exon 1 of 2)	-exon (AT5G06680.1, exon 1 of 2)	582	AT5G06680.1	AT5G06680	AT5G06680						NA
35S_BBM_GFP_ChIP_peak_13366	chr4	8283707	8283707	+	4.21253	NA	promoter-TSS (AT4G14370.1)	-promoter-TSS (AT4G14370.1)	-444	AT4G14370.1	AT4G14370	AT4G14370						NA
1_26747651_26747652	chr1	26747652	26747652	+	4.17	NA	Intergenic	Intergenic	1601	AT1G70944.1	AT1G70944	AT1G70944						NA
1_25734016_25734017	chr1	25734017	25734017	+	4.17	NA	TTS (AT1G68560.1)	-TTS (AT1G68560.1)	3985	AT1G68560.1	AT1G68560	AT1G68560						NA
1_28075134_28075135	chr1	28075135	28075135	+	4.17	NA	promoter-TSS (AT1G74720.1)	-promoter-TSS (AT1G74720.1)	61	AT1G74720.1	AT1G74720	AT1G74720						NA
1_4536276_4536277	chr1	4536277	4536277	+	4.17	NA	Intergenic	Intergenic	-5891	AT1G13260.1	AT1G13260	AT1G13260						NA
3_23166155_23166156	chr3	23166156	23166156	+	4.17	NA	promoter-TSS (AT3G62630.1)	-promoter-TSS (AT3G62630.1)	744	AT3G62640.1	AT3G62640	AT3G62640						NA
1_25404045_25404046	chr1	25404046	25404046	+	4.17	NA	TTS (AT1G67750.1)	-TTS (AT1G67750.1)	2326	AT1G67760.1	AT1G67760	AT1G67760						NA
PLT1_DAP_peak_144	chr3	11881941	11881941	+	4.14986	NA	promoter-TSS (AT3G30230.1)	-promoter-TSS (AT3G30230.1)	-153	AT3G30230.1	AT3G30230	AT3G30230						NA
PLT1_DAP_peak_198	chr4	4123967	4123967	+	4.14986	NA	TTS (AT4G07324.1)	-TTS (AT4G07324.1)	2079	AT4G07324.1	AT4G07324	AT4G07324						NA
PLT1_DAP_peak_199	chr4	4304846	4304846	+	4.14986	NA	exon (AT4G07502.1, exon 1 of 1)	-exon (AT4G07502.1, exon 1 of 1)	1109	AT4G07502.1	AT4G07502	AT4G07502						NA
PLT1_DAP_peak_130	chr3	6844041	6844041	+	4.14986	NA	exon (AT3G19700.1, exon 1 of 2)	-exon (AT3G19700.1, exon 1 of 2)	379	AT3G19700.1	AT3G19700	AT3G19700						NA
PLT1_DAP_peak_28	chr1	17838349	17838349	+	4.14986	NA	TTS (AT1G48280.1)	-TTS (AT1G48280.1)	3261	AT1G48280.1	AT1G48280	AT1G48280						NA
PLT3_MK_DAP_peak_260	chr1	15620267	15620267	+	4.10801	NA	exon (AT1G41840.1, exon 1 of 1)	-exon (AT1G41840.1, exon 1 of 1)	2643	AT1G41840.1	AT1G41840	AT1G41840						NA
35S_BBM_GFP_ChIP_peak_24	chr1	86957	86957	+	4.10526	NA	exon (AT1G01200.1, exon 2 of 2)	-exon (AT1G01200.1, exon 2 of 2)	1256	AT1G01200.1	AT1G01200	AT1G01200						NA
35S_BBM_GFP_ChIP_peak_10997	chr3	15499986	15499986	+	4.07605	NA	Intergenic	Intergenic	-2157	AT3G43580.1	AT3G43580	AT3G43580						NA
PLT3_MK_DAP_peak_200	chr1	12868928	12868928	+	4.06631	NA	TTS (AT1G35160.1)	-TTS (AT1G35160.1)	1747	AT1G35160.1	AT1G35160	AT1G35160						NA
PLT3_DAP_peak_234	chr3	9032609	9032609	+	4.06374	NA	exon (AT3G24740.1, exon 3 of 4)	-exon (AT3G24740.1, exon 3 of 4)	1512	AT3G24740.1	AT3G24740	AT3G24740						NA
PLT3_DAP_peak_325	chr4	2256641	2256641	+	4.06374	NA	promoter-TSS (AT4G04530.1)	-promoter-TSS (AT4G04530.1)	-84	AT4G04530.1	AT4G04530	AT4G04530						NA
PLT3_DAP_peak_414	chr5	3498446	3498446	+	4.06374	NA	exon (AT5G11040.1, exon 8 of 10)	-exon (AT5G11040.1, exon 8 of 10)	3159	AT5G11040.1	AT5G11040	AT5G11040						NA
PLT3_MK_DAP_peak_1165	chr3	21625485	21625485	+	4.06285	NA	intron (AT3G58460.2, intron 3 of 13)	-intron (AT3G58460.1, intron 2 of 12)	963	AT3G58460.1	AT3G58460	AT3G58460						NA
PLT3_MK_DAP_peak_1375	chr4	7434394	7434394	+	4.06285	NA	exon (AT4G12545.1, exon 1 of 1)	-exon (AT4G12545.1, exon 1 of 1)	195	AT4G12545.1	AT4G12545	AT4G12545						NA
PLT3_MK_DAP_peak_661	chr2	7839208	7839208	+	4.06285	NA	promoter-TSS (AT2G18030.1)	-promoter-TSS (AT2G18030.1)	-859	AT2G18030.2	AT2G18030	AT2G18030						NA
PLT3_MK_DAP_peak_1154	chr3	20784464	20784464	+	4.06285	NA	exon (AT3G56000.1, exon 5 of 8)	-exon (AT3G56000.1, exon 5 of 8)	1332	AT3G56000.1	AT3G56000	AT3G56000						NA
PLT3_MK_DAP_peak_181	chr1	11698344	11698344	+	4.06285	NA	TTS (AT1G32415.1)	-TTS (AT1G32415.1)	2733	AT1G32415.1	AT1G32415	AT1G32415						NA
PLT3_MK_DAP_peak_1784	chr5	12614204	12614204	+	4.06285	NA	exon (AT5G33381.1, exon 1 of 1)	-exon (AT5G33381.1, exon 1 of 1)	-2359	AT5G33382.1	AT5G33382	AT5G33382						NA
PLT3_MK_DAP_peak_45	chr1	3184793	3184793	+	4.06285	NA	promoter-TSS (AT1G09810.1)	-promoter-TSS (AT1G09810.1)	-569	AT1G09810.1	AT1G09810	AT1G09810						NA
PLT3_MK_DAP_peak_1348	chr4	5488529	5488529	+	4.06285	NA	TTS (AT4G08602.1)	-TTS (AT4G08602.1)	1445	AT4G08602.1	AT4G08602	AT4G08602						NA
2_8612700_8612701	chr2	8612701	8612701	+	4.06	NA	promoter-TSS (AT2G19930.1)	-promoter-TSS (AT2G19930.1)	-225	AT2G19940.1	AT2G19940	AT2G19940						NA
35S_BBM_GFP_ChIP_peak_16058	chr5	2352896	2352896	+	4.04071	NA	exon (AT5G07430.1, exon 2 of 5)	-exon (AT5G07430.1, exon 2 of 5)	457	AT5G07430.1	AT5G07430	AT5G07430						NA
PLT3_MK_DAP_peak_1624	chr5	4830338	4830338	+	4.02295	NA	TTS (AT5G14930.1)	-TTS (AT5G14930.1)	1697	AT5G14930.1	AT5G14930	AT5G14930						NA
PLT1_DAP_peak_132	chr3	7281223	7281223	+	4.02148	NA	exon (AT3G20820.1, exon 1 of 1)	-exon (AT3G20820.1, exon 1 of 1)	345	AT3G20820.1	AT3G20820	AT3G20820						NA
PLT1_DAP_peak_77	chr2	4255875	4255875	+	4.02148	NA	promoter-TSS (AT2G10820.1)	-promoter-TSS (AT2G10820.1)	-314	AT2G10820.1	AT2G10820	AT2G10820						NA
PLT1_DAP_peak_154	chr3	13317237	13317237	+	4.02148	NA	exon (AT3G32383.1, exon 1 of 1)	-exon (AT3G32383.1, exon 1 of 1)	3091	AT3G32383.1	AT3G32383	AT3G32383						NA
PLT1_DAP_peak_170	chr3	15690852	15690852	+	4.02148	NA	Intergenic	Intergenic	-1465	AT3G43835.1	AT3G43835	AT3G43835						NA
PLT1_DAP_peak_153	chr3	13315498	13315498	+	4.02148	NA	exon (AT3G32383.1, exon 1 of 1)	-exon (AT3G32383.1, exon 1 of 1)	1352	AT3G32383.1	AT3G32383	AT3G32383						NA
PLT1_DAP_peak_218	chr4	12310464	12310464	+	4.02148	NA	promoter-TSS (AT4G23600.1)	-promoter-TSS (AT4G23600.1)	-155	AT4G23600.3	AT4G23600	AT4G23600						NA
2_18588926_18588927	chr2	18588927	18588927	+	4.02	NA	promoter-TSS (AT2G45070.1)	-promoter-TSS (AT2G45070.1)	-550	AT2G45070.4	AT2G45070	AT2G45070						NA
4_17818497_17818498	chr4	17818498	17818498	+	4.02	NA	Intergenic	Intergenic	-3403	AT4G37890.2	AT4G37890	AT4G37890						NA
1_11673246_11673247	chr1	11673247	11673247	+	4.02	NA	exon (AT1G32360.1, exon 1 of 2)	-exon (AT1G32360.1, exon 1 of 2)	316	AT1G32360.1	AT1G32360	AT1G32360						NA
2_14064930_14064931	chr2	14064931	14064931	+	4.02	NA	Intergenic	Intergenic	-1532	AT2G33180.1	AT2G33180	AT2G33180						NA
5_18610910_18610911	chr5	18610911	18610911	+	4.02	NA	exon (AT5G45880.1, exon 1 of 2)	-exon (AT5G45880.1, exon 1 of 2)	255	AT5G45880.1	AT5G45880	AT5G45880						NA
35S_BBM_GFP_ChIP_peak_13951	chr4	11595187	11595187	+	4.01873	NA	Intergenic	Intergenic	-2949	AT4G21850.2	AT4G21850	AT4G21850						NA
35S_BBM_GFP_ChIP_peak_16011	chr5	2131263	2131263	+	4.01753	NA	promoter-TSS (AT5G06850.1)	-promoter-TSS (AT5G06850.1)	-820	AT5G06850.1	AT5G06850	AT5G06850						NA
PLT3_MK_DAP_peak_1190	chr3	23005174	23005174	+	3.99926	NA	promoter-TSS (AT3G62120.1)	-promoter-TSS (AT3G62120.1)	243	AT3G62130.1	AT3G62130	AT3G62130						NA
PLT3_MK_DAP_peak_1922	chr5	21623786	21623786	+	3.99926	NA	Intergenic	Intergenic	-4519	AT5G53290.1	AT5G53290	AT5G53290						NA
PLT3_MK_DAP_peak_593	chr2	5304569	5304569	+	3.99926	NA	exon (AT2G12920.1, exon 1 of 1)	-exon (AT2G12920.1, exon 1 of 1)	1724	AT2G12920.1	AT2G12920	AT2G12920						NA
PLT3_MK_DAP_peak_734	chr2	14026260	14026260	+	3.98831	NA	exon (AT2G33060.1, exon 1 of 1)	-exon (AT2G33060.1, exon 1 of 1)	777	AT2G33060.1	AT2G33060	AT2G33060						NA
PLT3_MK_DAP_peak_342	chr1	20052247	20052247	+	3.98831	NA	promoter-TSS (AT1G53705.1)	-promoter-TSS (AT1G53705.1)	-146	AT1G53708.1	AT1G53708	AT1G53708						NA
PLT3_MK_DAP_peak_628	chr2	6534987	6534987	+	3.95555	NA	exon (AT2G15080.1, exon 1 of 2)	-exon (AT2G15080.1, exon 1 of 2)	1300	AT2G15080.1	AT2G15080	AT2G15080						NA
35S_BBM_GFP_ChIP_peak_6099	chr2	7558398	7558398	+	3.94316	NA	promoter-TSS (AT2G17410.1)	-promoter-TSS (AT2G17410.1)	-579	AT2G17410.2	AT2G17410	AT2G17410						NA
PLT3_MK_DAP_peak_153	chr1	9491134	9491134	+	3.93509	NA	exon (AT1G27320.1, exon 9 of 11)	-exon (AT1G27320.1, exon 9 of 11)	-1830	AT1G27330.1	AT1G27330	AT1G27330						NA
PLT3_MK_DAP_peak_648	chr2	7181861	7181861	+	3.93509	NA	exon (AT2G16570.1, exon 1 of 1)	-exon (AT2G16570.1, exon 1 of 1)	332	AT2G16570.1	AT2G16570	AT2G16570						NA
PLT3_MK_DAP_peak_839	chr3	3275457	3275457	+	3.93509	NA	promoter-TSS (AT3G10510.1)	-promoter-TSS (AT3G10510.1)	94	AT3G10510.1	AT3G10510	AT3G10510						NA
PLT3_MK_DAP_peak_732	chr2	13778765	13778765	+	3.93509	NA	TTS (AT2G32440.1)	-TTS (AT2G32440.1)	316	AT2G32450.1	AT2G32450	AT2G32450						NA
PLT3_MK_DAP_peak_509	chr2	2485367	2485367	+	3.93509	NA	TTS (AT2G06290.1)	-TTS (AT2G06290.1)	457	AT2G06296.1	AT2G06296	AT2G06296						NA
PLT3_MK_DAP_peak_1823	chr5	13635336	13635336	+	3.93509	NA	intron (AT5G35410.1, intron 3 of 13)	-intron (AT5G35410.1, intron 3 of 13)	882	AT5G35410.1	AT5G35410	AT5G35410						NA
PLT3_MK_DAP_peak_538	chr2	3761268	3761268	+	3.93509	NA	exon (AT2G09920.1, exon 1 of 1)	-exon (AT2G09920.1, exon 1 of 1)	1362	AT2G09920.1	AT2G09920	AT2G09920						NA
PLT3_MK_DAP_peak_620	chr2	6124011	6124011	+	3.93509	NA	exon (AT2G14410.1, exon 1 of 1)	-exon (AT2G14410.1, exon 1 of 1)	318	AT2G14410.1	AT2G14410	AT2G14410						NA
PLT3_MK_DAP_peak_1803	chr5	13061122	13061122	+	3.93509	NA	promoter-TSS (AT5G34869.1)	-promoter-TSS (AT5G34869.1)	87	AT5G34869.1	AT5G34869	AT5G34869						NA
PLT3_MK_DAP_peak_1263	chr4	2538385	2538385	+	3.93509	NA	exon (AT4G04970.1, exon 2 of 4)	-exon (AT4G04970.1, exon 2 of 4)	1346	AT4G04970.1	AT4G04970	AT4G04970						NA
PLT3_MK_DAP_peak_1166	chr3	21648685	21648685	+	3.92182	NA	promoter-TSS (AT3G58540.1)	-promoter-TSS (AT3G58540.1)	92	AT3G58540.1	AT3G58540	AT3G58540						NA
2_1137371_1137372	chr2	1137372	1137372	+	3.92	NA	TTS (AT2G03730.1)	-TTS (AT2G03730.1)	2813	AT2G03730.2	AT2G03730	AT2G03730						NA
1_584197_584198	chr1	584198	584198	+	3.92	NA	promoter-TSS (AT1G02690.1)	-promoter-TSS (AT1G02690.1)	-62	AT1G02690.2	AT1G02690	AT1G02690						NA
1_19964310_19964311	chr1	19964311	19964311	+	3.92	NA	promoter-TSS (AT1G53480.2)	-promoter-TSS (AT1G53480.2)	-123	AT1G53480.2	AT1G53480	AT1G53480						NA
1_3740351_3740352	chr1	3740352	3740352	+	3.92	NA	promoter-TSS (AT1G11170.1)	-promoter-TSS (AT1G11170.1)	-413	AT1G11170.1	AT1G11170	AT1G11170						NA
1_5190003_5190004	chr1	5190004	5190004	+	3.92	NA	promoter-TSS (AT1G15090.1)	-promoter-TSS (AT1G15090.1)	-244	AT1G15090.1	AT1G15090	AT1G15090						NA
1_28291189_28291190	chr1	28291190	28291190	+	3.92	NA	promoter-TSS (AT1G75388.1)	-promoter-TSS (AT1G75388.1)	-508	AT1G75388.1	AT1G75388	AT1G75388						NA
2_9635472_9635473	chr2	9635473	9635473	+	3.92	NA	promoter-TSS (AT2G22668.1)	-promoter-TSS (AT2G22668.1)	-360	AT2G22668.1	AT2G22668	AT2G22668						NA
2_7660812_7660813	chr2	7660813	7660813	+	3.92	NA	promoter-TSS (AT2G17610.1)	-promoter-TSS (AT2G17610.1)	-799	AT2G17610.1	AT2G17610	AT2G17610						NA
2_6018172_6018173	chr2	6018173	6018173	+	3.92	NA	promoter-TSS (AT2G14210.1)	-promoter-TSS (AT2G14210.1)	-385	AT2G14210.1	AT2G14210	AT2G14210						NA
1_19782814_19782815	chr1	19782815	19782815	+	3.92	NA	promoter-TSS (AT1G53090.1)	-promoter-TSS (AT1G53090.1)	-537	AT1G53090.2	AT1G53090	AT1G53090						NA
1_5851830_5851831	chr1	5851831	5851831	+	3.92	NA	promoter-TSS (AT1G17110.1)	-promoter-TSS (AT1G17110.1)	-122	AT1G17120.1	AT1G17120	AT1G17120						NA
2_18211677_18211678	chr2	18211678	18211678	+	3.92	NA	promoter-TSS (AT2G43980.1)	-promoter-TSS (AT2G43980.1)	-34	AT2G43980.1	AT2G43980	AT2G43980						NA
2_14645854_14645855	chr2	14645855	14645855	+	3.92	NA	Intergenic	Intergenic	-1582	AT2G34710.1	AT2G34710	AT2G34710						NA
1_19583325_19583326	chr1	19583326	19583326	+	3.92	NA	TTS (AT1G52570.1)	-TTS (AT1G52570.1)	-2640	AT1G52565.1	AT1G52565	AT1G52565						NA
2_16951165_16951166	chr2	16951166	16951166	+	3.92	NA	promoter-TSS (AT2G40610.1)	-promoter-TSS (AT2G40610.1)	-609	AT2G40610.1	AT2G40610	AT2G40610						NA
3_19880424_19880425	chr3	19880425	19880425	+	3.92	NA	promoter-TSS (AT3G53620.1)	-promoter-TSS (AT3G53620.1)	-79	AT3G53620.1	AT3G53620	AT3G53620						NA
1_4987667_4987668	chr1	4987668	4987668	+	3.92	NA	TTS (AT1G14570.1)	-TTS (AT1G14570.1)	-1894	AT1G14580.2	AT1G14580	AT1G14580						NA
2_9684443_9684444	chr2	9684444	9684444	+	3.92	NA	promoter-TSS (AT2G22770.1)	-promoter-TSS (AT2G22770.1)	-281	AT2G22770.1	AT2G22770	AT2G22770						NA
2_16691182_16691183	chr2	16691183	16691183	+	3.92	NA	Intergenic	Intergenic	-1227	AT2G39980.1	AT2G39980	AT2G39980						NA
1_26363689_26363690	chr1	26363690	26363690	+	3.92	NA	exon (AT1G70000.1, exon 3 of 3)	-exon (AT1G70000.1, exon 3 of 3)	1009	AT1G70000.1	AT1G70000	AT1G70000						NA
5_25387351_25387352	chr5	25387352	25387352	+	3.92	NA	promoter-TSS (AT5G63370.1)	-promoter-TSS (AT5G63370.1)	-100	AT5G63370.4	AT5G63370	AT5G63370						NA
1_29761059_29761060	chr1	29761060	29761060	+	3.92	NA	TTS (AT1G79110.1)	-TTS (AT1G79110.1)	1902	AT1G79110.1	AT1G79110	AT1G79110						NA
1_8143170_8143171	chr1	8143171	8143171	+	3.92	NA	promoter-TSS (AT1G23000.1)	-promoter-TSS (AT1G23000.1)	-233	AT1G23000.1	AT1G23000	AT1G23000						NA
1_9846050_9846051	chr1	9846051	9846051	+	3.92	NA	TTS (AT1G28190.1)	-TTS (AT1G28190.1)	-1049	AT1G28180.1	AT1G28180	AT1G28180						NA
3_1269057_1269058	chr3	1269058	1269058	+	3.92	NA	promoter-TSS (AT3G04670.1)	-promoter-TSS (AT3G04670.1)	-708	AT3G04670.2	AT3G04670	AT3G04670						NA
2_19027196_19027197	chr2	19027197	19027197	+	3.92	NA	exon (AT2G46340.1, exon 1 of 8)	-exon (AT2G46340.1, exon 1 of 8)	216	AT2G46340.1	AT2G46340	AT2G46340						NA
2_17839259_17839260	chr2	17839260	17839260	+	3.92	NA	Intergenic	Intergenic	-2010	AT2G42870.1	AT2G42870	AT2G42870						NA
2_11458441_11458442	chr2	11458442	11458442	+	3.92	NA	intron (AT2G26870.1, intron 1 of 2)	-intron (AT2G26870.1, intron 1 of 2)	923	AT2G26870.1	AT2G26870	AT2G26870						NA
2_14423482_14423483	chr2	14423483	14423483	+	3.92	NA	promoter-TSS (AT2G34150.1)	-promoter-TSS (AT2G34150.1)	-5	AT2G34150.1	AT2G34150	AT2G34150						NA
1_5220232_5220233	chr1	5220233	5220233	+	3.92	NA	promoter-TSS (AT1G15165.1)	-promoter-TSS (AT1G15165.1)	-120	AT1G15165.1	AT1G15165	AT1G15165						NA
2_832529_832530	chr2	832530	832530	+	3.92	NA	promoter-TSS (AT2G02860.1)	-promoter-TSS (AT2G02860.1)	-75	AT2G02860.1	AT2G02860	AT2G02860						NA
1_3442532_3442533	chr1	3442533	3442533	+	3.92	NA	exon (AT1G10470.1, exon 5 of 5)	-exon (AT1G10470.1, exon 5 of 5)	1424	AT1G10470.1	AT1G10470	AT1G10470						NA
1_9308235_9308236	chr1	9308236	9308236	+	3.92	NA	Intergenic	Intergenic	-2436	AT1G26860.1	AT1G26860	AT1G26860						NA
2_14707447_14707448	chr2	14707448	14707448	+	3.92	NA	promoter-TSS (AT2G34860.1)	-promoter-TSS (AT2G34860.1)	-912	AT2G34860.2	AT2G34860	AT2G34860						NA
3_21761452_21761453	chr3	21761453	21761453	+	3.92	NA	Intergenic	Intergenic	-1511	AT3G58850.1	AT3G58850	AT3G58850						NA
2_13576509_13576510	chr2	13576510	13576510	+	3.92	NA	promoter-TSS (AT2G31920.1)	-promoter-TSS (AT2G31920.1)	-143	AT2G31920.1	AT2G31920	AT2G31920						NA
1_5964843_5964844	chr1	5964844	5964844	+	3.92	NA	Intergenic	Intergenic	-2363	AT1G17400.1	AT1G17400	AT1G17400						NA
1_26452314_26452315	chr1	26452315	26452315	+	3.92	NA	promoter-TSS (AT1G70250.1)	-promoter-TSS (AT1G70250.1)	-650	AT1G70250.1	AT1G70250	AT1G70250						NA
2_15988773_15988774	chr2	15988774	15988774	+	3.92	NA	promoter-TSS (AT2G38160.1)	-promoter-TSS (AT2G38160.1)	-115	AT2G38160.2	AT2G38160	AT2G38160						NA
1_29438960_29438961	chr1	29438961	29438961	+	3.92	NA	Intergenic	Intergenic	-2390	AT1G78240.2	AT1G78240	AT1G78240						NA
2_14588723_14588724	chr2	14588724	14588724	+	3.92	NA	Intergenic	Intergenic	3064	AT2G34650.1	AT2G34650	AT2G34650						NA
4_17410691_17410692	chr4	17410692	17410692	+	3.92	NA	Intergenic	Intergenic	-3435	AT4G36930.1	AT4G36930	AT4G36930						NA
1_18363751_18363752	chr1	18363752	18363752	+	3.92	NA	promoter-TSS (AT1G49610.1)	-promoter-TSS (AT1G49610.1)	-560	AT1G49610.1	AT1G49610	AT1G49610						NA
3_5352141_5352142	chr3	5352142	5352142	+	3.92	NA	intron (AT3G15820.1, intron 1 of 2)	-intron (AT3G15820.1, intron 1 of 2)	1071	AT3G15820.1	AT3G15820	AT3G15820						NA
1_4229924_4229925	chr1	4229925	4229925	+	3.92	NA	promoter-TSS (AT1G12420.1)	-promoter-TSS (AT1G12420.1)	-787	AT1G12420.1	AT1G12420	AT1G12420						NA
3_21860119_21860120	chr3	21860120	21860120	+	3.92	NA	TTS (AT3G59130.1)	-TTS (AT3G59130.1)	101	AT3G59120.1	AT3G59120	AT3G59120						NA
4_15448059_15448060	chr4	15448060	15448060	+	3.92	NA	Intergenic	Intergenic	-1101	AT4G31920.1	AT4G31920	AT4G31920						NA
2_6400395_6400396	chr2	6400396	6400396	+	3.92	NA	exon (AT2G14890.2, exon 1 of 1)	-exon (AT2G14890.2, exon 1 of 1)	775	AT2G14890.1	AT2G14890	AT2G14890						NA
3_18477056_18477057	chr3	18477057	18477057	+	3.92	NA	promoter-TSS (AT3G49810.1)	-promoter-TSS (AT3G49810.1)	-223	AT3G49810.1	AT3G49810	AT3G49810						NA
1_8884098_8884099	chr1	8884099	8884099	+	3.92	NA	promoter-TSS (AT1G25340.1)	-promoter-TSS (AT1G25340.1)	-982	AT1G25340.1	AT1G25340	AT1G25340						NA
1_29440975_29440976	chr1	29440976	29440976	+	3.92	NA	Intergenic	Intergenic	3034	AT1G78250.1	AT1G78250	AT1G78250						NA
2_11734558_11734559	chr2	11734559	11734559	+	3.92	NA	promoter-TSS (AT2G27440.1)	-promoter-TSS (AT2G27440.1)	-244	AT2G27440.1	AT2G27440	AT2G27440						NA
5_26751285_26751286	chr5	26751286	26751286	+	3.92	NA	TTS (AT5G67020.1)	-TTS (AT5G67020.1)	1436	AT5G67020.1	AT5G67020	AT5G67020						NA
1_6299970_6299971	chr1	6299971	6299971	+	3.92	NA	exon (AT1G18300.1, exon 1 of 2)	-exon (AT1G18300.1, exon 1 of 2)	284	AT1G18300.1	AT1G18300	AT1G18300						NA
PLT3_MK_DAP_peak_1539	chr5	48194	48194	+	3.91737	NA	exon (AT5G01130.1, exon 1 of 4)	-exon (AT5G01130.1, exon 1 of 4)	624	AT5G01130.1	AT5G01130	AT5G01130						NA
2_16111687_16111688	chr2	16111688	16111688	+	3.9	NA	TTS (AT2G38470.1)	-TTS (AT2G38470.1)	109	AT2G38480.1	AT2G38480	AT2G38480						NA
